ProbeName	circRNA
ASCRP3006496	hsa_circRNA_102487
ASCRP3006497	hsa_circRNA_100433
ASCRP3006498	hsa_circRNA_100795
ASCRP3006499	hsa_circRNA_103541
ASCRP3006500	hsa_circRNA_001594
ASCRP3006501	hsa_circRNA_101858
ASCRP3006502	hsa_circRNA_062035
ASCRP3006503	hsa_circRNA_029893
ASCRP3006504	hsa_circRNA_101415
ASCRP3006505	hsa_circRNA_103477
ASCRP3006506	hsa_circRNA_407157
ASCRP3006507	hsa_circRNA_100760
ASCRP3006508	hsa_circRNA_006019
ASCRP3006509	hsa_circRNA_002145
ASCRP3006510	hsa_circRNA_100037
ASCRP3006511	hsa_circRNA_069789
ASCRP3006512	hsa_circRNA_400529
ASCRP3006513	hsa_circRNA_405072
ASCRP3006514	hsa_circRNA_105008
ASCRP3006515	hsa_circRNA_085129
ASCRP3006516	hsa_circRNA_103153
ASCRP3006517	hsa_circRNA_092433
ASCRP3006518	hsa_circRNA_000499
ASCRP3006519	hsa_circRNA_403792
ASCRP3006520	hsa_circRNA_004433
ASCRP3006521	hsa_circRNA_010206
ASCRP3006522	hsa_circRNA_104888
ASCRP3006523	hsa_circRNA_000016
ASCRP3006524	hsa_circRNA_002271
ASCRP3006525	hsa_circRNA_051147
ASCRP3006526	hsa_circRNA_400047
ASCRP3006527	hsa_circRNA_101970
ASCRP3006528	hsa_circRNA_101969
ASCRP3006529	hsa_circRNA_000900
ASCRP3006530	hsa_circRNA_100849
ASCRP3006531	hsa_circRNA_101170
ASCRP3006532	hsa_circRNA_000121
ASCRP3006533	hsa_circRNA_011290
ASCRP3006534	hsa_circRNA_103269
ASCRP3006535	hsa_circRNA_406349
ASCRP3006536	hsa_circRNA_000425
ASCRP3006537	hsa_circRNA_085859
ASCRP3006538	hsa_circRNA_402157
ASCRP3006539	hsa_circRNA_405226
ASCRP3006540	hsa_circRNA_101917
ASCRP3006541	hsa_circRNA_004994
ASCRP3006542	hsa_circRNA_404651
ASCRP3006543	hsa_circRNA_037835
ASCRP3006544	hsa_circRNA_102577
ASCRP3006545	hsa_circRNA_040741
ASCRP3006546	hsa_circRNA_002797
ASCRP3006547	hsa_circRNA_087236
ASCRP3006548	hsa_circRNA_406819
ASCRP3006549	hsa_circRNA_102219
ASCRP3006550	hsa_circRNA_403139
ASCRP3006551	hsa_circRNA_074332
ASCRP3006552	hsa_circRNA_046843
ASCRP3006553	hsa_circRNA_001726
ASCRP3006554	hsa_circRNA_103496
ASCRP3006555	hsa_circRNA_100532
ASCRP3006556	hsa_circRNA_101912
ASCRP3006557	hsa_circRNA_100159
ASCRP3006558	hsa_circRNA_101538
ASCRP3006559	hsa_circRNA_405551
ASCRP3006560	hsa_circRNA_402070
ASCRP3006561	hsa_circRNA_034805
ASCRP3006562	hsa_circRNA_100376
ASCRP3006563	hsa_circRNA_101632
ASCRP3006564	hsa_circRNA_102559
ASCRP3006565	hsa_circRNA_100831
ASCRP3006566	hsa_circRNA_016121
ASCRP3006567	hsa_circRNA_103809
ASCRP3006568	hsa_circRNA_404642
ASCRP3006569	hsa_circRNA_020706
ASCRP3006570	hsa_circRNA_006973
ASCRP3006571	hsa_circRNA_059617
ASCRP3006572	hsa_circRNA_101495
ASCRP3006573	hsa_circRNA_101496
ASCRP3006574	hsa_circRNA_404599
ASCRP3006575	hsa_circRNA_101758
ASCRP3006576	hsa_circRNA_405836
ASCRP3006577	hsa_circRNA_101311
ASCRP3006578	hsa_circRNA_101590
ASCRP3006579	hsa_circRNA_001890
ASCRP3006580	hsa_circRNA_104791
ASCRP3006581	hsa_circRNA_102249
ASCRP3006582	hsa_circRNA_101171
ASCRP3006583	hsa_circRNA_101202
ASCRP3006584	hsa_circRNA_404474
ASCRP3006585	hsa_circRNA_102474
ASCRP3006586	hsa_circRNA_104725
ASCRP3006587	hsa_circRNA_100322
ASCRP3006588	hsa_circRNA_103271
ASCRP3006589	hsa_circRNA_006855
ASCRP3006590	hsa_circRNA_104207
ASCRP3006591	hsa_circRNA_076094
ASCRP3006592	hsa_circRNA_006624
ASCRP3006593	hsa_circRNA_404522
ASCRP3006594	hsa_circRNA_400616
ASCRP3006595	hsa_circRNA_104376
ASCRP3006596	hsa_circRNA_004142
ASCRP3006597	hsa_circRNA_030787
ASCRP3006598	hsa_circRNA_001530
ASCRP3006599	hsa_circRNA_085578
ASCRP3006600	hsa_circRNA_101700
ASCRP3006601	hsa_circRNA_102541
ASCRP3006602	hsa_circRNA_104137
ASCRP3006603	hsa_circRNA_102214
ASCRP3006604	hsa_circRNA_404349
ASCRP3006605	hsa_circRNA_000265
ASCRP3006606	hsa_circRNA_062415
ASCRP3006607	hsa_circRNA_402018
ASCRP3006608	hsa_circRNA_103472
ASCRP3006609	hsa_circRNA_103257
ASCRP3006610	hsa_circRNA_061081
ASCRP3006611	hsa_circRNA_405831
ASCRP3006612	hsa_circRNA_104100
ASCRP3006613	hsa_circRNA_048574
ASCRP3006614	hsa_circRNA_001570
ASCRP3006615	hsa_circRNA_104208
ASCRP3006616	hsa_circRNA_050628
ASCRP3006617	hsa_circRNA_102071
ASCRP3006618	hsa_circRNA_079743
ASCRP3006619	hsa_circRNA_405569
ASCRP3006620	hsa_circRNA_104857
ASCRP3006621	hsa_circRNA_103781
ASCRP3006622	hsa_circRNA_405981
ASCRP3006623	hsa_circRNA_020846
ASCRP3006624	hsa_circRNA_000955
ASCRP3006625	hsa_circRNA_103222
ASCRP3006626	hsa_circRNA_011474
ASCRP3006627	hsa_circRNA_000151
ASCRP3006628	hsa_circRNA_005454
ASCRP3006629	hsa_circRNA_101862
ASCRP3006630	hsa_circRNA_103615
ASCRP3006631	hsa_circRNA_102396
ASCRP3006632	hsa_circRNA_101853
ASCRP3006633	hsa_circRNA_103164
ASCRP3006634	hsa_circRNA_002861
ASCRP3006635	hsa_circRNA_008036
ASCRP3006636	hsa_circRNA_102536
ASCRP3006637	hsa_circRNA_104363
ASCRP3006638	hsa_circRNA_401474
ASCRP3006639	hsa_circRNA_000750
ASCRP3006640	hsa_circRNA_406355
ASCRP3006641	hsa_circRNA_104693
ASCRP3006642	hsa_circRNA_103697
ASCRP3006643	hsa_circRNA_102243
ASCRP3006644	hsa_circRNA_102709
ASCRP3006645	hsa_circRNA_400564
ASCRP3006646	hsa_circRNA_103918
ASCRP3006647	hsa_circRNA_101696
ASCRP3006648	hsa_circRNA_008369
ASCRP3006649	hsa_circRNA_101842
ASCRP3006650	hsa_circRNA_064292
ASCRP3006651	hsa_circRNA_006118
ASCRP3006652	hsa_circRNA_400917
ASCRP3006653	hsa_circRNA_006565
ASCRP3006654	hsa_circRNA_012871
ASCRP3006655	hsa_circRNA_402259
ASCRP3006656	hsa_circRNA_103916
ASCRP3006657	hsa_circRNA_053028
ASCRP3006658	hsa_circRNA_102684
ASCRP3006659	hsa_circRNA_104526
ASCRP3006660	hsa_circRNA_404788
ASCRP3006661	hsa_circRNA_101420
ASCRP3006662	hsa_circRNA_103417
ASCRP3006663	hsa_circRNA_406200
ASCRP3006664	hsa_circRNA_004602
ASCRP3006665	hsa_circRNA_103160
ASCRP3006666	hsa_circRNA_406325
ASCRP3006667	hsa_circRNA_405430
ASCRP3006668	hsa_circRNA_405798
ASCRP3006669	hsa_circRNA_062456
ASCRP3006670	hsa_circRNA_001325
ASCRP3006671	hsa_circRNA_404206
ASCRP3006672	hsa_circRNA_405442
ASCRP3006673	hsa_circRNA_102196
ASCRP3006674	hsa_circRNA_015494
ASCRP3006675	hsa_circRNA_089090
ASCRP3006676	hsa_circRNA_003494
ASCRP3006677	hsa_circRNA_100963
ASCRP3006678	hsa_circRNA_405933
ASCRP3006679	hsa_circRNA_013433
ASCRP3006680	hsa_circRNA_038815
ASCRP3006681	hsa_circRNA_402334
ASCRP3006682	hsa_circRNA_069015
ASCRP3006683	hsa_circRNA_104466
ASCRP3006684	hsa_circRNA_026428
ASCRP3006685	hsa_circRNA_406334
ASCRP3006686	hsa_circRNA_104294
ASCRP3006687	hsa_circRNA_038737
ASCRP3006688	hsa_circRNA_102198
ASCRP3006689	hsa_circRNA_101629
ASCRP3006690	hsa_circRNA_004807
ASCRP3006691	hsa_circRNA_026879
ASCRP3006692	hsa_circRNA_406283
ASCRP3006693	hsa_circRNA_401403
ASCRP3006694	hsa_circRNA_062709
ASCRP3006695	hsa_circRNA_005198
ASCRP3006696	hsa_circRNA_101628
ASCRP3006697	hsa_circRNA_101909
ASCRP3006698	hsa_circRNA_033571
ASCRP3006699	hsa_circRNA_101338
ASCRP3006700	hsa_circRNA_404373
ASCRP3006701	hsa_circRNA_406316
ASCRP3006702	hsa_circRNA_001668
ASCRP3006703	hsa_circRNA_405531
ASCRP3006704	hsa_circRNA_076989
ASCRP3006705	hsa_circRNA_104303
ASCRP3006706	hsa_circRNA_104141
ASCRP3006707	hsa_circRNA_402102
ASCRP3006708	hsa_circRNA_102121
ASCRP3006709	hsa_circRNA_104653
ASCRP3006710	hsa_circRNA_103288
ASCRP3006711	hsa_circRNA_001820
ASCRP3006712	hsa_circRNA_406399
ASCRP3006713	hsa_circRNA_103057
ASCRP3006714	hsa_circRNA_405477
ASCRP3006715	hsa_circRNA_406830
ASCRP3006716	hsa_circRNA_102920
ASCRP3006717	hsa_circRNA_040801
ASCRP3006718	hsa_circRNA_406794
ASCRP3006719	hsa_circRNA_050963
ASCRP3006720	hsa_circRNA_102929
ASCRP3006721	hsa_circRNA_102928
ASCRP3006722	hsa_circRNA_404620
ASCRP3006723	hsa_circRNA_404977
ASCRP3006724	hsa_circRNA_103021
ASCRP3006725	hsa_circRNA_057362
ASCRP3006726	hsa_circRNA_002149
ASCRP3006727	hsa_circRNA_000006
ASCRP3006728	hsa_circRNA_092472
ASCRP3006729	hsa_circRNA_005182
ASCRP3006730	hsa_circRNA_007467
ASCRP3006731	hsa_circRNA_104801
ASCRP3006732	hsa_circRNA_104377
ASCRP3006733	hsa_circRNA_000120
ASCRP3006734	hsa_circRNA_000947
ASCRP3006735	hsa_circRNA_405717
ASCRP3006736	hsa_circRNA_102842
ASCRP3006737	hsa_circRNA_103458
ASCRP3006738	hsa_circRNA_000058
ASCRP3006739	hsa_circRNA_101505
ASCRP3006740	hsa_circRNA_100672
ASCRP3006741	hsa_circRNA_100583
ASCRP3006742	hsa_circRNA_046481
ASCRP3006743	hsa_circRNA_102739
ASCRP3006744	hsa_circRNA_005634
ASCRP3006745	hsa_circRNA_407106
ASCRP3006746	hsa_circRNA_102464
ASCRP3006747	hsa_circRNA_103140
ASCRP3006748	hsa_circRNA_012733
ASCRP3006749	hsa_circRNA_101887
ASCRP3006750	hsa_circRNA_007901
ASCRP3006751	hsa_circRNA_092556
ASCRP3006752	hsa_circRNA_405525
ASCRP3006753	hsa_circRNA_100410
ASCRP3006754	hsa_circRNA_044334
ASCRP3006755	hsa_circRNA_061796
ASCRP3006756	hsa_circRNA_104017
ASCRP3006757	hsa_circRNA_075050
ASCRP3006758	hsa_circRNA_104769
ASCRP3006759	hsa_circRNA_100204
ASCRP3006760	hsa_circRNA_400075
ASCRP3006761	hsa_circRNA_048545
ASCRP3006762	hsa_circRNA_101065
ASCRP3006763	hsa_circRNA_400872
ASCRP3006764	hsa_circRNA_102502
ASCRP3006765	hsa_circRNA_001743
ASCRP3006766	hsa_circRNA_001000
ASCRP3006767	hsa_circRNA_000856
ASCRP3006768	hsa_circRNA_103482
ASCRP3006769	hsa_circRNA_081536
ASCRP3006770	hsa_circRNA_100869
ASCRP3006771	hsa_circRNA_101981
ASCRP3006772	hsa_circRNA_103564
ASCRP3006773	hsa_circRNA_101390
ASCRP3006774	hsa_circRNA_104023
ASCRP3006775	hsa_circRNA_031845
ASCRP3006776	hsa_circRNA_017667
ASCRP3006777	hsa_circRNA_002292
ASCRP3006778	hsa_circRNA_004135
ASCRP3006779	hsa_circRNA_024957
ASCRP3006780	hsa_circRNA_036559
ASCRP3006781	hsa_circRNA_005500
ASCRP3006782	hsa_circRNA_406938
ASCRP3006783	hsa_circRNA_100821
ASCRP3006784	hsa_circRNA_405463
ASCRP3006785	hsa_circRNA_038635
ASCRP3006786	hsa_circRNA_103992
ASCRP3006787	hsa_circRNA_100088
ASCRP3006788	hsa_circRNA_100002
ASCRP3006789	hsa_circRNA_406046
ASCRP3006790	hsa_circRNA_401057
ASCRP3006791	hsa_circRNA_100308
ASCRP3006792	hsa_circRNA_102211
ASCRP3006793	hsa_circRNA_104448
ASCRP3006794	hsa_circRNA_100845
ASCRP3006795	hsa_circRNA_100670
ASCRP3006796	hsa_circRNA_102466
ASCRP3006797	hsa_circRNA_026072
ASCRP3006798	hsa_circRNA_103278
ASCRP3006799	hsa_circRNA_101077
ASCRP3006800	hsa_circRNA_400042
ASCRP3006801	hsa_circRNA_009449
ASCRP3006802	hsa_circRNA_404429
ASCRP3006803	hsa_circRNA_104502
ASCRP3006804	hsa_circRNA_401286
ASCRP3006805	hsa_circRNA_104961
ASCRP3006806	hsa_circRNA_104566
ASCRP3006807	hsa_circRNA_406420
ASCRP3006808	hsa_circRNA_081599
ASCRP3006809	hsa_circRNA_004134
ASCRP3006810	hsa_circRNA_101704
ASCRP3006811	hsa_circRNA_101703
ASCRP3006812	hsa_circRNA_063013
ASCRP3006813	hsa_circRNA_103457
ASCRP3006814	hsa_circRNA_001063
ASCRP3006815	hsa_circRNA_004605
ASCRP3006816	hsa_circRNA_000245
ASCRP3006817	hsa_circRNA_101344
ASCRP3006818	hsa_circRNA_101883
ASCRP3006819	hsa_circRNA_102314
ASCRP3006820	hsa_circRNA_006873
ASCRP3006821	hsa_circRNA_092572
ASCRP3006822	hsa_circRNA_104862
ASCRP3006823	hsa_circRNA_406878
ASCRP3006824	hsa_circRNA_058097
ASCRP3006825	hsa_circRNA_075900
ASCRP3006826	hsa_circRNA_104694
ASCRP3006827	hsa_circRNA_101924
ASCRP3006828	hsa_circRNA_041149
ASCRP3006829	hsa_circRNA_000013
ASCRP3006830	hsa_circRNA_103613
ASCRP3006831	hsa_circRNA_104452
ASCRP3006832	hsa_circRNA_000874
ASCRP3006833	hsa_circRNA_000873
ASCRP3006834	hsa_circRNA_102090
ASCRP3006835	hsa_circRNA_003704
ASCRP3006836	hsa_circRNA_102685
ASCRP3006837	hsa_circRNA_101006
ASCRP3006838	hsa_circRNA_003997
ASCRP3006839	hsa_circRNA_002086
ASCRP3006840	hsa_circRNA_400107
ASCRP3006841	hsa_circRNA_104319
ASCRP3006842	hsa_circRNA_101258
ASCRP3006843	hsa_circRNA_101772
ASCRP3006844	hsa_circRNA_100361
ASCRP3006845	hsa_circRNA_001379
ASCRP3006846	hsa_circRNA_403216
ASCRP3006847	hsa_circRNA_000770
ASCRP3006848	hsa_circRNA_102448
ASCRP3006849	hsa_circRNA_054221
ASCRP3006850	hsa_circRNA_104713
ASCRP3006851	hsa_circRNA_406437
ASCRP3006852	hsa_circRNA_102132
ASCRP3006853	hsa_circRNA_103962
ASCRP3006854	hsa_circRNA_006824
ASCRP3006855	hsa_circRNA_104763
ASCRP3006856	hsa_circRNA_101718
ASCRP3006857	hsa_circRNA_100523
ASCRP3006858	hsa_circRNA_400077
ASCRP3006859	hsa_circRNA_103507
ASCRP3006860	hsa_circRNA_049537
ASCRP3006861	hsa_circRNA_105013
ASCRP3006862	hsa_circRNA_100171
ASCRP3006863	hsa_circRNA_001237
ASCRP3006864	hsa_circRNA_105004
ASCRP3006865	hsa_circRNA_101350
ASCRP3006866	hsa_circRNA_100571
ASCRP3006867	hsa_circRNA_006054
ASCRP3006868	hsa_circRNA_021529
ASCRP3006869	hsa_circRNA_103502
ASCRP3006870	hsa_circRNA_100541
ASCRP3006871	hsa_circRNA_032244
ASCRP3006872	hsa_circRNA_101367
ASCRP3006873	hsa_circRNA_104651
ASCRP3006874	hsa_circRNA_103470
ASCRP3006875	hsa_circRNA_406668
ASCRP3006876	hsa_circRNA_013526
ASCRP3006877	hsa_circRNA_000315
ASCRP3006878	hsa_circRNA_055010
ASCRP3006879	hsa_circRNA_102384
ASCRP3006880	hsa_circRNA_036450
ASCRP3006881	hsa_circRNA_103971
ASCRP3006882	hsa_circRNA_034677
ASCRP3006883	hsa_circRNA_102778
ASCRP3006884	hsa_circRNA_403409
ASCRP3006885	hsa_circRNA_103973
ASCRP3006886	hsa_circRNA_407225
ASCRP3006887	hsa_circRNA_051239
ASCRP3006888	hsa_circRNA_051238
ASCRP3006889	hsa_circRNA_003623
ASCRP3006890	hsa_circRNA_028681
ASCRP3006891	hsa_circRNA_100239
ASCRP3006892	hsa_circRNA_406541
ASCRP3006893	hsa_circRNA_102690
ASCRP3006894	hsa_circRNA_406934
ASCRP3006895	hsa_circRNA_404771
ASCRP3006896	hsa_circRNA_103405
ASCRP3006897	hsa_circRNA_050649
ASCRP3006898	hsa_circRNA_050648
ASCRP3006899	hsa_circRNA_102505
ASCRP3006900	hsa_circRNA_024917
ASCRP3006901	hsa_circRNA_400056
ASCRP3006902	hsa_circRNA_002743
ASCRP3006903	hsa_circRNA_102375
ASCRP3006904	hsa_circRNA_008546
ASCRP3006905	hsa_circRNA_072714
ASCRP3006906	hsa_circRNA_102904
ASCRP3006907	hsa_circRNA_104537
ASCRP3006908	hsa_circRNA_003206
ASCRP3006909	hsa_circRNA_400305
ASCRP3006910	hsa_circRNA_079245
ASCRP3006911	hsa_circRNA_103232
ASCRP3006912	hsa_circRNA_053073
ASCRP3006913	hsa_circRNA_102509
ASCRP3006914	hsa_circRNA_102657
ASCRP3006915	hsa_circRNA_404573
ASCRP3006916	hsa_circRNA_101471
ASCRP3006917	hsa_circRNA_101428
ASCRP3006918	hsa_circRNA_403918
ASCRP3006919	hsa_circRNA_102334
ASCRP3006920	hsa_circRNA_104594
ASCRP3006921	hsa_circRNA_401586
ASCRP3006922	hsa_circRNA_101352
ASCRP3006923	hsa_circRNA_104289
ASCRP3006924	hsa_circRNA_404284
ASCRP3006925	hsa_circRNA_406266
ASCRP3006926	hsa_circRNA_000349
ASCRP3006927	hsa_circRNA_403730
ASCRP3006928	hsa_circRNA_103428
ASCRP3006929	hsa_circRNA_101557
ASCRP3006930	hsa_circRNA_402533
ASCRP3006931	hsa_circRNA_025500
ASCRP3006932	hsa_circRNA_104523
ASCRP3006933	hsa_circRNA_001754
ASCRP3006934	hsa_circRNA_071705
ASCRP3006935	hsa_circRNA_102506
ASCRP3006936	hsa_circRNA_102166
ASCRP3006937	hsa_circRNA_103594
ASCRP3006938	hsa_circRNA_406438
ASCRP3006939	hsa_circRNA_063512
ASCRP3006940	hsa_circRNA_104098
ASCRP3006941	hsa_circRNA_101796
ASCRP3006942	hsa_circRNA_001597
ASCRP3006943	hsa_circRNA_077627
ASCRP3006944	hsa_circRNA_103196
ASCRP3006945	hsa_circRNA_003523
ASCRP3006946	hsa_circRNA_401641
ASCRP3006947	hsa_circRNA_102394
ASCRP3006948	hsa_circRNA_406583
ASCRP3006949	hsa_circRNA_100984
ASCRP3006950	hsa_circRNA_008126
ASCRP3006951	hsa_circRNA_104696
ASCRP3006952	hsa_circRNA_103272
ASCRP3006953	hsa_circRNA_005015
ASCRP3006954	hsa_circRNA_404491
ASCRP3006955	hsa_circRNA_406677
ASCRP3006956	hsa_circRNA_103033
ASCRP3006957	hsa_circRNA_405428
ASCRP3006958	hsa_circRNA_060308
ASCRP3006959	hsa_circRNA_008535
ASCRP3006960	hsa_circRNA_104324
ASCRP3006961	hsa_circRNA_083171
ASCRP3006962	hsa_circRNA_101654
ASCRP3006963	hsa_circRNA_101653
ASCRP3006964	hsa_circRNA_032475
ASCRP3006965	hsa_circRNA_002053
ASCRP3006966	hsa_circRNA_088608
ASCRP3006967	hsa_circRNA_044480
ASCRP3006968	hsa_circRNA_102086
ASCRP3006969	hsa_circRNA_104413
ASCRP3006970	hsa_circRNA_101119
ASCRP3006971	hsa_circRNA_104752
ASCRP3006972	hsa_circRNA_402502
ASCRP3006973	hsa_circRNA_104641
ASCRP3006974	hsa_circRNA_105039
ASCRP3006975	hsa_circRNA_405012
ASCRP3006976	hsa_circRNA_062794
ASCRP3006977	hsa_circRNA_101765
ASCRP3006978	hsa_circRNA_083919
ASCRP3006979	hsa_circRNA_100025
ASCRP3006980	hsa_circRNA_100021
ASCRP3006981	hsa_circRNA_054525
ASCRP3006982	hsa_circRNA_001858
ASCRP3006983	hsa_circRNA_104305
ASCRP3006984	hsa_circRNA_406867
ASCRP3006985	hsa_circRNA_406568
ASCRP3006986	hsa_circRNA_400766
ASCRP3006987	hsa_circRNA_403515
ASCRP3006988	hsa_circRNA_000721
ASCRP3006989	hsa_circRNA_406686
ASCRP3006990	hsa_circRNA_035038
ASCRP3006991	hsa_circRNA_080802
ASCRP3006992	hsa_circRNA_104616
ASCRP3006993	hsa_circRNA_075968
ASCRP3006994	hsa_circRNA_407132
ASCRP3006995	hsa_circRNA_102414
ASCRP3006996	hsa_circRNA_059774
ASCRP3006997	hsa_circRNA_405724
ASCRP3006998	hsa_circRNA_102740
ASCRP3006999	hsa_circRNA_404556
ASCRP3007000	hsa_circRNA_100842
ASCRP3007001	hsa_circRNA_037139
ASCRP3007002	hsa_circRNA_028162
ASCRP3007003	hsa_circRNA_405324
ASCRP3007004	hsa_circRNA_407306
ASCRP3007005	hsa_circRNA_068400
ASCRP3007006	hsa_circRNA_101555
ASCRP3007007	hsa_circRNA_406100
ASCRP3007008	hsa_circRNA_102586
ASCRP3007009	hsa_circRNA_404200
ASCRP3007010	hsa_circRNA_400938
ASCRP3007011	hsa_circRNA_404583
ASCRP3007012	hsa_circRNA_000984
ASCRP3007013	hsa_circRNA_103135
ASCRP3007014	hsa_circRNA_102062
ASCRP3007015	hsa_circRNA_101610
ASCRP3007016	hsa_circRNA_101921
ASCRP3007017	hsa_circRNA_102412
ASCRP3007018	hsa_circRNA_100123
ASCRP3007019	hsa_circRNA_104716
ASCRP3007020	hsa_circRNA_001678
ASCRP3007021	hsa_circRNA_404458
ASCRP3007022	hsa_circRNA_100994
ASCRP3007023	hsa_circRNA_100303
ASCRP3007024	hsa_circRNA_403994
ASCRP3007025	hsa_circRNA_008189
ASCRP3007026	hsa_circRNA_405620
ASCRP3007027	hsa_circRNA_103675
ASCRP3007028	hsa_circRNA_103672
ASCRP3007029	hsa_circRNA_007393
ASCRP3007030	hsa_circRNA_401551
ASCRP3007031	hsa_circRNA_104674
ASCRP3007032	hsa_circRNA_100921
ASCRP3007033	hsa_circRNA_401297
ASCRP3007034	hsa_circRNA_104053
ASCRP3007035	hsa_circRNA_102693
ASCRP3007036	hsa_circRNA_405527
ASCRP3007037	hsa_circRNA_043598
ASCRP3007038	hsa_circRNA_007443
ASCRP3007039	hsa_circRNA_104387
ASCRP3007040	hsa_circRNA_103387
ASCRP3007041	hsa_circRNA_404982
ASCRP3007042	hsa_circRNA_103701
ASCRP3007043	hsa_circRNA_100207
ASCRP3007044	hsa_circRNA_014737
ASCRP3007045	hsa_circRNA_101316
ASCRP3007046	hsa_circRNA_104863
ASCRP3007047	hsa_circRNA_101257
ASCRP3007048	hsa_circRNA_101540
ASCRP3007049	hsa_circRNA_402564
ASCRP3007050	hsa_circRNA_066536
ASCRP3007051	hsa_circRNA_403397
ASCRP3007052	hsa_circRNA_001197
ASCRP3007053	hsa_circRNA_100852
ASCRP3007054	hsa_circRNA_100139
ASCRP3007055	hsa_circRNA_005386
ASCRP3007056	hsa_circRNA_401785
ASCRP3007057	hsa_circRNA_027023
ASCRP3007058	hsa_circRNA_048963
ASCRP3007059	hsa_circRNA_100476
ASCRP3007060	hsa_circRNA_043033
ASCRP3007061	hsa_circRNA_406986
ASCRP3007062	hsa_circRNA_100508
ASCRP3007063	hsa_circRNA_004334
ASCRP3007064	hsa_circRNA_407283
ASCRP3007065	hsa_circRNA_007656
ASCRP3007066	hsa_circRNA_104877
ASCRP3007067	hsa_circRNA_001948
ASCRP3007068	hsa_circRNA_406142
ASCRP3007069	hsa_circRNA_404974
ASCRP3007070	hsa_circRNA_401882
ASCRP3007071	hsa_circRNA_067347
ASCRP3007072	hsa_circRNA_038393
ASCRP3007073	hsa_circRNA_101596
ASCRP3007074	hsa_circRNA_402737
ASCRP3007075	hsa_circRNA_100739
ASCRP3007076	hsa_circRNA_000996
ASCRP3007077	hsa_circRNA_002761
ASCRP3007078	hsa_circRNA_010144
ASCRP3007079	hsa_circRNA_002758
ASCRP3007080	hsa_circRNA_400040
ASCRP3007081	hsa_circRNA_103071
ASCRP3007082	hsa_circRNA_101728
ASCRP3007083	hsa_circRNA_405469
ASCRP3007084	hsa_circRNA_028628
ASCRP3007085	hsa_circRNA_001964
ASCRP3007086	hsa_circRNA_036942
ASCRP3007087	hsa_circRNA_003698
ASCRP3007088	hsa_circRNA_043122
ASCRP3007089	hsa_circRNA_002643
ASCRP3007090	hsa_circRNA_104245
ASCRP3007091	hsa_circRNA_060170
ASCRP3007092	hsa_circRNA_101822
ASCRP3007093	hsa_circRNA_028067
ASCRP3007094	hsa_circRNA_080773
ASCRP3007095	hsa_circRNA_102548
ASCRP3007096	hsa_circRNA_101980
ASCRP3007097	hsa_circRNA_104260
ASCRP3007098	hsa_circRNA_102207
ASCRP3007099	hsa_circRNA_405196
ASCRP3007100	hsa_circRNA_103866
ASCRP3007101	hsa_circRNA_035269
ASCRP3007102	hsa_circRNA_003900
ASCRP3007103	hsa_circRNA_002144
ASCRP3007104	hsa_circRNA_104765
ASCRP3007105	hsa_circRNA_101422
ASCRP3007106	hsa_circRNA_101990
ASCRP3007107	hsa_circRNA_051806
ASCRP3007108	hsa_circRNA_051805
ASCRP3007109	hsa_circRNA_053882
ASCRP3007110	hsa_circRNA_001533
ASCRP3007111	hsa_circRNA_074530
ASCRP3007112	hsa_circRNA_000903
ASCRP3007113	hsa_circRNA_092438
ASCRP3007114	hsa_circRNA_405025
ASCRP3007115	hsa_circRNA_008343
ASCRP3007116	hsa_circRNA_011491
ASCRP3007117	hsa_circRNA_001064
ASCRP3007118	hsa_circRNA_033388
ASCRP3007119	hsa_circRNA_033392
ASCRP3007120	hsa_circRNA_102048
ASCRP3007121	hsa_circRNA_001593
ASCRP3007122	hsa_circRNA_100804
ASCRP3007123	hsa_circRNA_400770
ASCRP3007124	hsa_circRNA_084900
ASCRP3007125	hsa_circRNA_407034
ASCRP3007126	hsa_circRNA_100028
ASCRP3007127	hsa_circRNA_103855
ASCRP3007128	hsa_circRNA_001291
ASCRP3007129	hsa_circRNA_100450
ASCRP3007130	hsa_circRNA_092412
ASCRP3007131	hsa_circRNA_006082
ASCRP3007132	hsa_circRNA_403604
ASCRP3007133	hsa_circRNA_104794
ASCRP3007134	hsa_circRNA_102647
ASCRP3007135	hsa_circRNA_104046
ASCRP3007136	hsa_circRNA_103408
ASCRP3007137	hsa_circRNA_402002
ASCRP3007138	hsa_circRNA_103036
ASCRP3007139	hsa_circRNA_001881
ASCRP3007140	hsa_circRNA_406174
ASCRP3007141	hsa_circRNA_037897
ASCRP3007142	hsa_circRNA_404477
ASCRP3007143	hsa_circRNA_406157
ASCRP3007144	hsa_circRNA_406751
ASCRP3007145	hsa_circRNA_001256
ASCRP3007146	hsa_circRNA_049434
ASCRP3007147	hsa_circRNA_103931
ASCRP3007148	hsa_circRNA_000961
ASCRP3007149	hsa_circRNA_101955
ASCRP3007150	hsa_circRNA_007038
ASCRP3007151	hsa_circRNA_002134
ASCRP3007152	hsa_circRNA_103052
ASCRP3007153	hsa_circRNA_014865
ASCRP3007154	hsa_circRNA_100510
ASCRP3007155	hsa_circRNA_403712
ASCRP3007156	hsa_circRNA_102819
ASCRP3007157	hsa_circRNA_102138
ASCRP3007158	hsa_circRNA_049056
ASCRP3007159	hsa_circRNA_074842
ASCRP3007160	hsa_circRNA_405558
ASCRP3007161	hsa_circRNA_083834
