ProbeName	circRNA
ASCRP3002620	hsa_circRNA_101732
ASCRP3002621	hsa_circRNA_100430
ASCRP3002622	hsa_circRNA_406637
ASCRP3002623	hsa_circRNA_101356
ASCRP3002624	hsa_circRNA_402554
ASCRP3002625	hsa_circRNA_026776
ASCRP3002626	hsa_circRNA_002103
ASCRP3002627	hsa_circRNA_044684
ASCRP3002628	hsa_circRNA_406970
ASCRP3002629	hsa_circRNA_402188
ASCRP3002630	hsa_circRNA_000959
ASCRP3002631	hsa_circRNA_008178
ASCRP3002632	hsa_circRNA_100560
ASCRP3002633	hsa_circRNA_027286
ASCRP3002634	hsa_circRNA_000801
ASCRP3002635	hsa_circRNA_100673
ASCRP3002636	hsa_circRNA_101283
ASCRP3002637	hsa_circRNA_101746
ASCRP3002638	hsa_circRNA_400570
ASCRP3002639	hsa_circRNA_405159
ASCRP3002640	hsa_circRNA_104645
ASCRP3002641	hsa_circRNA_100183
ASCRP3002642	hsa_circRNA_008042
ASCRP3002643	hsa_circRNA_001300
ASCRP3002644	hsa_circRNA_031526
ASCRP3002645	hsa_circRNA_406365
ASCRP3002646	hsa_circRNA_102298
ASCRP3002647	hsa_circRNA_100787
ASCRP3002648	hsa_circRNA_012287
ASCRP3002649	hsa_circRNA_104747
ASCRP3002650	hsa_circRNA_102879
ASCRP3002651	hsa_circRNA_101664
ASCRP3002652	hsa_circRNA_104820
ASCRP3002653	hsa_circRNA_001208
ASCRP3002654	hsa_circRNA_104462
ASCRP3002655	hsa_circRNA_103941
ASCRP3002656	hsa_circRNA_405160
ASCRP3002657	hsa_circRNA_001656
ASCRP3002658	hsa_circRNA_405472
ASCRP3002659	hsa_circRNA_016414
ASCRP3002660	hsa_circRNA_406125
ASCRP3002661	hsa_circRNA_404953
ASCRP3002662	hsa_circRNA_006235
ASCRP3002663	hsa_circRNA_104334
ASCRP3002664	hsa_circRNA_001229
ASCRP3002665	hsa_circRNA_406002
ASCRP3002666	hsa_circRNA_400698
ASCRP3002667	hsa_circRNA_086622
ASCRP3002668	hsa_circRNA_001200
ASCRP3002669	hsa_circRNA_101804
ASCRP3002670	hsa_circRNA_104444
ASCRP3002671	hsa_circRNA_081710
ASCRP3002672	hsa_circRNA_100420
ASCRP3002673	hsa_circRNA_404885
ASCRP3002674	hsa_circRNA_404688
ASCRP3002675	hsa_circRNA_007325
ASCRP3002676	hsa_circRNA_407243
ASCRP3002677	hsa_circRNA_101152
ASCRP3002678	hsa_circRNA_100327
ASCRP3002679	hsa_circRNA_404849
ASCRP3002680	hsa_circRNA_104963
ASCRP3002681	hsa_circRNA_404725
ASCRP3002682	hsa_circRNA_401070
ASCRP3002683	hsa_circRNA_101169
ASCRP3002684	hsa_circRNA_100384
ASCRP3002685	hsa_circRNA_100796
ASCRP3002686	hsa_circRNA_101100
ASCRP3002687	hsa_circRNA_007081
ASCRP3002688	hsa_circRNA_407270
ASCRP3002689	hsa_circRNA_400091
ASCRP3002690	hsa_circRNA_101112
ASCRP3002691	hsa_circRNA_103490
ASCRP3002692	hsa_circRNA_104648
ASCRP3002693	hsa_circRNA_404558
ASCRP3002694	hsa_circRNA_406705
ASCRP3002695	hsa_circRNA_102119
ASCRP3002696	hsa_circRNA_000030
ASCRP3002697	hsa_circRNA_003400
ASCRP3002698	hsa_circRNA_100563
ASCRP3002699	hsa_circRNA_042645
ASCRP3002700	hsa_circRNA_082854
ASCRP3002701	hsa_circRNA_103657
ASCRP3002702	hsa_circRNA_407311
ASCRP3002703	hsa_circRNA_019753
ASCRP3002704	hsa_circRNA_001028
ASCRP3002705	hsa_circRNA_087761
ASCRP3002706	hsa_circRNA_002843
ASCRP3002707	hsa_circRNA_402931
ASCRP3002708	hsa_circRNA_004317
ASCRP3002709	hsa_circRNA_401126
ASCRP3002710	hsa_circRNA_102019
ASCRP3002711	hsa_circRNA_102017
ASCRP3002712	hsa_circRNA_006816
ASCRP3002713	hsa_circRNA_101439
ASCRP3002714	hsa_circRNA_103555
ASCRP3002715	hsa_circRNA_102668
ASCRP3002716	hsa_circRNA_024402
ASCRP3002717	hsa_circRNA_103211
ASCRP3002718	hsa_circRNA_064753
ASCRP3002719	hsa_circRNA_103838
ASCRP3002720	hsa_circRNA_102380
ASCRP3002721	hsa_circRNA_406392
ASCRP3002722	hsa_circRNA_103042
ASCRP3002723	hsa_circRNA_012346
ASCRP3002724	hsa_circRNA_056370
ASCRP3002725	hsa_circRNA_100099
ASCRP3002726	hsa_circRNA_007211
ASCRP3002727	hsa_circRNA_028669
ASCRP3002728	hsa_circRNA_027610
ASCRP3002729	hsa_circRNA_104104
ASCRP3002730	hsa_circRNA_405626
ASCRP3002731	hsa_circRNA_011047
ASCRP3002732	hsa_circRNA_000963
ASCRP3002733	hsa_circRNA_090122
ASCRP3002734	hsa_circRNA_405289
ASCRP3002735	hsa_circRNA_102360
ASCRP3002736	hsa_circRNA_104268
ASCRP3002737	hsa_circRNA_406628
ASCRP3002738	hsa_circRNA_010450
ASCRP3002739	hsa_circRNA_100417
ASCRP3002740	hsa_circRNA_073629
ASCRP3002741	hsa_circRNA_007408
ASCRP3002742	hsa_circRNA_005537
ASCRP3002743	hsa_circRNA_102528
ASCRP3002744	hsa_circRNA_038343
ASCRP3002745	hsa_circRNA_020068
ASCRP3002746	hsa_circRNA_046860
ASCRP3002747	hsa_circRNA_100675
ASCRP3002748	hsa_circRNA_405771
ASCRP3002749	hsa_circRNA_026715
ASCRP3002750	hsa_circRNA_400670
ASCRP3002751	hsa_circRNA_062762
ASCRP3002752	hsa_circRNA_100888
ASCRP3002753	hsa_circRNA_084059
ASCRP3002754	hsa_circRNA_101197
ASCRP3002755	hsa_circRNA_102652
ASCRP3002756	hsa_circRNA_026523
ASCRP3002757	hsa_circRNA_101782
ASCRP3002758	hsa_circRNA_403496
ASCRP3002759	hsa_circRNA_405000
ASCRP3002760	hsa_circRNA_065793
ASCRP3002761	hsa_circRNA_081467
ASCRP3002762	hsa_circRNA_101173
ASCRP3002763	hsa_circRNA_406513
ASCRP3002764	hsa_circRNA_102239
ASCRP3002765	hsa_circRNA_072697
ASCRP3002766	hsa_circRNA_015808
ASCRP3002767	hsa_circRNA_088194
ASCRP3002768	hsa_circRNA_100111
ASCRP3002769	hsa_circRNA_401923
ASCRP3002770	hsa_circRNA_102301
ASCRP3002771	hsa_circRNA_004484
ASCRP3002772	hsa_circRNA_104695
ASCRP3002773	hsa_circRNA_000868
ASCRP3002774	hsa_circRNA_050146
ASCRP3002775	hsa_circRNA_405163
ASCRP3002776	hsa_circRNA_102478
ASCRP3002777	hsa_circRNA_037798
ASCRP3002778	hsa_circRNA_104266
ASCRP3002779	hsa_circRNA_000708
ASCRP3002780	hsa_circRNA_402055
ASCRP3002781	hsa_circRNA_006146
ASCRP3002782	hsa_circRNA_100854
ASCRP3002783	hsa_circRNA_045409
ASCRP3002784	hsa_circRNA_102961
ASCRP3002785	hsa_circRNA_101712
ASCRP3002786	hsa_circRNA_100516
ASCRP3002787	hsa_circRNA_406280
ASCRP3002788	hsa_circRNA_405789
ASCRP3002789	hsa_circRNA_401886
ASCRP3002790	hsa_circRNA_104773
ASCRP3002791	hsa_circRNA_104835
ASCRP3002792	hsa_circRNA_404615
ASCRP3002793	hsa_circRNA_100451
ASCRP3002794	hsa_circRNA_092451
ASCRP3002795	hsa_circRNA_045986
ASCRP3002796	hsa_circRNA_000272
ASCRP3002797	hsa_circRNA_103227
ASCRP3002798	hsa_circRNA_027234
ASCRP3002799	hsa_circRNA_102350
ASCRP3002800	hsa_circRNA_092476
ASCRP3002801	hsa_circRNA_081594
ASCRP3002802	hsa_circRNA_023175
ASCRP3002803	hsa_circRNA_401441
ASCRP3002804	hsa_circRNA_089890
ASCRP3002805	hsa_circRNA_105030
ASCRP3002806	hsa_circRNA_104341
ASCRP3002807	hsa_circRNA_402839
ASCRP3002808	hsa_circRNA_057123
ASCRP3002809	hsa_circRNA_007743
ASCRP3002810	hsa_circRNA_102953
ASCRP3002811	hsa_circRNA_102043
ASCRP3002812	hsa_circRNA_405780
ASCRP3002813	hsa_circRNA_003774
ASCRP3002814	hsa_circRNA_029500
ASCRP3002815	hsa_circRNA_102955
ASCRP3002816	hsa_circRNA_104449
ASCRP3002817	hsa_circRNA_401050
ASCRP3002818	hsa_circRNA_103300
ASCRP3002819	hsa_circRNA_400069
ASCRP3002820	hsa_circRNA_008405
ASCRP3002821	hsa_circRNA_023216
ASCRP3002822	hsa_circRNA_062032
ASCRP3002823	hsa_circRNA_001011
ASCRP3002824	hsa_circRNA_001185
ASCRP3002825	hsa_circRNA_404728
ASCRP3002826	hsa_circRNA_000358
ASCRP3002827	hsa_circRNA_092544
ASCRP3002828	hsa_circRNA_000083
ASCRP3002829	hsa_circRNA_104300
ASCRP3002830	hsa_circRNA_025750
ASCRP3002831	hsa_circRNA_000082
ASCRP3002832	hsa_circRNA_061405
ASCRP3002833	hsa_circRNA_020990
ASCRP3002834	hsa_circRNA_007210
ASCRP3002835	hsa_circRNA_405813
ASCRP3002836	hsa_circRNA_103702
ASCRP3002837	hsa_circRNA_406456
ASCRP3002838	hsa_circRNA_102379
ASCRP3002839	hsa_circRNA_101838
ASCRP3002840	hsa_circRNA_035301
ASCRP3002841	hsa_circRNA_104552
ASCRP3002842	hsa_circRNA_405853
ASCRP3002843	hsa_circRNA_402893
ASCRP3002844	hsa_circRNA_401122
ASCRP3002845	hsa_circRNA_405814
ASCRP3002846	hsa_circRNA_101238
ASCRP3002847	hsa_circRNA_101989
ASCRP3002848	hsa_circRNA_002615
ASCRP3002849	hsa_circRNA_406528
ASCRP3002850	hsa_circRNA_100721
ASCRP3002851	hsa_circRNA_001317
ASCRP3002852	hsa_circRNA_046900
ASCRP3002853	hsa_circRNA_104614
ASCRP3002854	hsa_circRNA_104551
ASCRP3002855	hsa_circRNA_090585
ASCRP3002856	hsa_circRNA_000310
ASCRP3002857	hsa_circRNA_406408
ASCRP3002858	hsa_circRNA_401530
ASCRP3002859	hsa_circRNA_102621
ASCRP3002860	hsa_circRNA_104576
ASCRP3002861	hsa_circRNA_100917
ASCRP3002862	hsa_circRNA_406575
ASCRP3002863	hsa_circRNA_001742
ASCRP3002864	hsa_circRNA_100774
ASCRP3002865	hsa_circRNA_006969
ASCRP3002866	hsa_circRNA_000636
ASCRP3002867	hsa_circRNA_100504
ASCRP3002868	hsa_circRNA_039239
ASCRP3002869	hsa_circRNA_101901
ASCRP3002870	hsa_circRNA_100873
ASCRP3002871	hsa_circRNA_105054
ASCRP3002872	hsa_circRNA_400840
ASCRP3002873	hsa_circRNA_101225
ASCRP3002874	hsa_circRNA_102012
ASCRP3002875	hsa_circRNA_101072
ASCRP3002876	hsa_circRNA_002944
ASCRP3002877	hsa_circRNA_405521
ASCRP3002878	hsa_circRNA_100782
ASCRP3002879	hsa_circRNA_000816
ASCRP3002880	hsa_circRNA_087962
ASCRP3002881	hsa_circRNA_104866
ASCRP3002882	hsa_circRNA_403876
ASCRP3002883	hsa_circRNA_065887
ASCRP3002884	hsa_circRNA_405777
ASCRP3002885	hsa_circRNA_008141
ASCRP3002886	hsa_circRNA_080302
ASCRP3002887	hsa_circRNA_103335
ASCRP3002888	hsa_circRNA_402150
ASCRP3002889	hsa_circRNA_003140
ASCRP3002890	hsa_circRNA_101930
ASCRP3002891	hsa_circRNA_103152
ASCRP3002892	hsa_circRNA_102456
ASCRP3002893	hsa_circRNA_102894
ASCRP3002894	hsa_circRNA_004196
ASCRP3002895	hsa_circRNA_031282
ASCRP3002896	hsa_circRNA_405480
ASCRP3002897	hsa_circRNA_104722
ASCRP3002898	hsa_circRNA_401272
ASCRP3002899	hsa_circRNA_405526
ASCRP3002900	hsa_circRNA_004036
ASCRP3002901	hsa_circRNA_046204
ASCRP3002902	hsa_circRNA_005658
ASCRP3002903	hsa_circRNA_400658
ASCRP3002904	hsa_circRNA_100387
ASCRP3002905	hsa_circRNA_406888
ASCRP3002906	hsa_circRNA_103714
ASCRP3002907	hsa_circRNA_104528
ASCRP3002908	hsa_circRNA_405825
ASCRP3002909	hsa_circRNA_102934
ASCRP3002910	hsa_circRNA_406652
ASCRP3002911	hsa_circRNA_001718
ASCRP3002912	hsa_circRNA_102597
ASCRP3002913	hsa_circRNA_007579
ASCRP3002914	hsa_circRNA_001128
ASCRP3002915	hsa_circRNA_000124
ASCRP3002916	hsa_circRNA_100916
ASCRP3002917	hsa_circRNA_100915
ASCRP3002918	hsa_circRNA_104030
ASCRP3002919	hsa_circRNA_082779
ASCRP3002920	hsa_circRNA_104673
ASCRP3002921	hsa_circRNA_090449
ASCRP3002922	hsa_circRNA_059402
ASCRP3002923	hsa_circRNA_001637
ASCRP3002924	hsa_circRNA_402797
ASCRP3002925	hsa_circRNA_407015
ASCRP3002926	hsa_circRNA_100156
ASCRP3002927	hsa_circRNA_100053
ASCRP3002928	hsa_circRNA_039459
ASCRP3002929	hsa_circRNA_075575
ASCRP3002930	hsa_circRNA_405929
ASCRP3002931	hsa_circRNA_000346
ASCRP3002932	hsa_circRNA_074368
ASCRP3002933	hsa_circRNA_010402
ASCRP3002934	hsa_circRNA_100048
ASCRP3002935	hsa_circRNA_104881
ASCRP3002936	hsa_circRNA_076347
ASCRP3002937	hsa_circRNA_102382
ASCRP3002938	hsa_circRNA_100938
ASCRP3002939	hsa_circRNA_103524
ASCRP3002940	hsa_circRNA_104589
ASCRP3002941	hsa_circRNA_092588
ASCRP3002942	hsa_circRNA_405407
ASCRP3002943	hsa_circRNA_008534
ASCRP3002944	hsa_circRNA_104530
ASCRP3002945	hsa_circRNA_405873
ASCRP3002946	hsa_circRNA_400484
ASCRP3002947	hsa_circRNA_102627
ASCRP3002948	hsa_circRNA_008961
ASCRP3002949	hsa_circRNA_007313
ASCRP3002950	hsa_circRNA_101002
ASCRP3002951	hsa_circRNA_100035
ASCRP3002952	hsa_circRNA_103395
ASCRP3002953	hsa_circRNA_406503
ASCRP3002954	hsa_circRNA_102315
ASCRP3002955	hsa_circRNA_102646
ASCRP3002956	hsa_circRNA_005566
ASCRP3002957	hsa_circRNA_079387
ASCRP3002958	hsa_circRNA_104283
ASCRP3002959	hsa_circRNA_073248
ASCRP3002960	hsa_circRNA_406335
ASCRP3002961	hsa_circRNA_404524
ASCRP3002962	hsa_circRNA_406840
ASCRP3002963	hsa_circRNA_406618
ASCRP3002964	hsa_circRNA_003711
ASCRP3002965	hsa_circRNA_100295
ASCRP3002966	hsa_circRNA_405898
ASCRP3002967	hsa_circRNA_404600
ASCRP3002968	hsa_circRNA_100661
ASCRP3002969	hsa_circRNA_001219
ASCRP3002970	hsa_circRNA_004364
ASCRP3002971	hsa_circRNA_405100
ASCRP3002972	hsa_circRNA_103156
ASCRP3002973	hsa_circRNA_401116
ASCRP3002974	hsa_circRNA_404870
ASCRP3002975	hsa_circRNA_007270
ASCRP3002976	hsa_circRNA_102477
ASCRP3002977	hsa_circRNA_406160
ASCRP3002978	hsa_circRNA_400449
ASCRP3002979	hsa_circRNA_101839
ASCRP3002980	hsa_circRNA_007482
ASCRP3002981	hsa_circRNA_006005
ASCRP3002982	hsa_circRNA_102331
ASCRP3002983	hsa_circRNA_009000
ASCRP3002984	hsa_circRNA_404598
ASCRP3002985	hsa_circRNA_007434
ASCRP3002986	hsa_circRNA_028090
ASCRP3002987	hsa_circRNA_049587
ASCRP3002988	hsa_circRNA_102651
ASCRP3002989	hsa_circRNA_101444
ASCRP3002990	hsa_circRNA_103260
ASCRP3002991	hsa_circRNA_042339
ASCRP3002992	hsa_circRNA_103561
ASCRP3002993	hsa_circRNA_005708
ASCRP3002994	hsa_circRNA_104927
ASCRP3002995	hsa_circRNA_105020
ASCRP3002996	hsa_circRNA_100748
ASCRP3002997	hsa_circRNA_004237
ASCRP3002998	hsa_circRNA_104542
ASCRP3002999	hsa_circRNA_001381
ASCRP3003000	hsa_circRNA_012889
ASCRP3003001	hsa_circRNA_404530
ASCRP3003002	hsa_circRNA_400945
ASCRP3003003	hsa_circRNA_004080
ASCRP3003004	hsa_circRNA_001153
ASCRP3003005	hsa_circRNA_104130
ASCRP3003006	hsa_circRNA_400058
ASCRP3003007	hsa_circRNA_104043
ASCRP3003008	hsa_circRNA_102664
ASCRP3003009	hsa_circRNA_069285
ASCRP3003010	hsa_circRNA_100016
ASCRP3003011	hsa_circRNA_030228
ASCRP3003012	hsa_circRNA_103974
ASCRP3003013	hsa_circRNA_032393
ASCRP3003014	hsa_circRNA_404534
ASCRP3003015	hsa_circRNA_103362
ASCRP3003016	hsa_circRNA_092369
ASCRP3003017	hsa_circRNA_405812
ASCRP3003018	hsa_circRNA_100110
ASCRP3003019	hsa_circRNA_001490
ASCRP3003020	hsa_circRNA_101548
ASCRP3003021	hsa_circRNA_405826
ASCRP3003022	hsa_circRNA_076967
ASCRP3003023	hsa_circRNA_405943
ASCRP3003024	hsa_circRNA_404463
ASCRP3003025	hsa_circRNA_400023
ASCRP3003026	hsa_circRNA_009037
ASCRP3003027	hsa_circRNA_007259
ASCRP3003028	hsa_circRNA_070897
ASCRP3003029	hsa_circRNA_407035
ASCRP3003030	hsa_circRNA_002172
ASCRP3003031	hsa_circRNA_001775
ASCRP3003032	hsa_circRNA_075366
ASCRP3003033	hsa_circRNA_100817
ASCRP3003034	hsa_circRNA_101231
ASCRP3003035	hsa_circRNA_040111
ASCRP3003036	hsa_circRNA_103620
ASCRP3003037	hsa_circRNA_102300
ASCRP3003038	hsa_circRNA_000782
ASCRP3003039	hsa_circRNA_008706
ASCRP3003040	hsa_circRNA_103788
ASCRP3003041	hsa_circRNA_101086
ASCRP3003042	hsa_circRNA_404932
ASCRP3003043	hsa_circRNA_005250
ASCRP3003044	hsa_circRNA_021708
ASCRP3003045	hsa_circRNA_089739
ASCRP3003046	hsa_circRNA_092146
ASCRP3003047	hsa_circRNA_401844
ASCRP3003048	hsa_circRNA_103846
ASCRP3003049	hsa_circRNA_103744
ASCRP3003050	hsa_circRNA_405829
ASCRP3003051	hsa_circRNA_086412
ASCRP3003052	hsa_circRNA_405255
ASCRP3003053	hsa_circRNA_103749
ASCRP3003054	hsa_circRNA_008026
ASCRP3003055	hsa_circRNA_402986
ASCRP3003056	hsa_circRNA_406622
ASCRP3003057	hsa_circRNA_008336
ASCRP3003058	hsa_circRNA_092365
ASCRP3003059	hsa_circRNA_401019
ASCRP3003060	hsa_circRNA_028879
ASCRP3003061	hsa_circRNA_055723
ASCRP3003062	hsa_circRNA_102610
ASCRP3003063	hsa_circRNA_102424
ASCRP3003064	hsa_circRNA_405474
ASCRP3003065	hsa_circRNA_404794
ASCRP3003066	hsa_circRNA_103191
ASCRP3003067	hsa_circRNA_002458
ASCRP3003068	hsa_circRNA_002487
ASCRP3003069	hsa_circRNA_402789
ASCRP3003070	hsa_circRNA_103315
ASCRP3003071	hsa_circRNA_001201
ASCRP3003072	hsa_circRNA_404467
ASCRP3003073	hsa_circRNA_104950
ASCRP3003074	hsa_circRNA_003424
ASCRP3003075	hsa_circRNA_101244
ASCRP3003076	hsa_circRNA_055290
ASCRP3003077	hsa_circRNA_101684
ASCRP3003078	hsa_circRNA_103297
ASCRP3003079	hsa_circRNA_104892
ASCRP3003080	hsa_circRNA_102809
ASCRP3003081	hsa_circRNA_404611
ASCRP3003082	hsa_circRNA_103907
ASCRP3003083	hsa_circRNA_101807
ASCRP3003084	hsa_circRNA_407326
ASCRP3003085	hsa_circRNA_102009
ASCRP3003086	hsa_circRNA_004090
ASCRP3003087	hsa_circRNA_403802
ASCRP3003088	hsa_circRNA_100208
ASCRP3003089	hsa_circRNA_405787
ASCRP3003090	hsa_circRNA_406843
ASCRP3003091	hsa_circRNA_401636
ASCRP3003092	hsa_circRNA_103397
ASCRP3003093	hsa_circRNA_103858
ASCRP3003094	hsa_circRNA_000776
ASCRP3003095	hsa_circRNA_000760
ASCRP3003096	hsa_circRNA_071127
ASCRP3003097	hsa_circRNA_001736
ASCRP3003098	hsa_circRNA_100841
ASCRP3003099	hsa_circRNA_407345
ASCRP3003100	hsa_circRNA_017758
ASCRP3003101	hsa_circRNA_406358
ASCRP3003102	hsa_circRNA_403541
ASCRP3003103	hsa_circRNA_103343
ASCRP3003104	hsa_circRNA_102150
ASCRP3003105	hsa_circRNA_101123
ASCRP3003106	hsa_circRNA_012172
ASCRP3003107	hsa_circRNA_012173
ASCRP3003108	hsa_circRNA_029827
ASCRP3003109	hsa_circRNA_002453
ASCRP3003110	hsa_circRNA_001609
ASCRP3003111	hsa_circRNA_101215
ASCRP3003112	hsa_circRNA_402328
ASCRP3003113	hsa_circRNA_080790
ASCRP3003114	hsa_circRNA_400099
ASCRP3003115	hsa_circRNA_102054
ASCRP3003116	hsa_circRNA_071862
ASCRP3003117	hsa_circRNA_007951
ASCRP3003118	hsa_circRNA_011449
ASCRP3003119	hsa_circRNA_085946
ASCRP3003120	hsa_circRNA_100371
ASCRP3003121	hsa_circRNA_405751
ASCRP3003122	hsa_circRNA_028671
ASCRP3003123	hsa_circRNA_103386
ASCRP3003124	hsa_circRNA_101187
ASCRP3003125	hsa_circRNA_074944
ASCRP3003126	hsa_circRNA_401829
ASCRP3003127	hsa_circRNA_005778
ASCRP3003128	hsa_circRNA_103799
ASCRP3003129	hsa_circRNA_100833
ASCRP3003130	hsa_circRNA_055629
ASCRP3003131	hsa_circRNA_101109
ASCRP3003132	hsa_circRNA_405925
ASCRP3003133	hsa_circRNA_403789
ASCRP3003134	hsa_circRNA_100163
ASCRP3003135	hsa_circRNA_002806
ASCRP3003136	hsa_circRNA_405851
ASCRP3003137	hsa_circRNA_000792
ASCRP3003138	hsa_circRNA_103574
ASCRP3003139	hsa_circRNA_405188
ASCRP3003140	hsa_circRNA_104106
ASCRP3003141	hsa_circRNA_401724
ASCRP3003142	hsa_circRNA_100539
ASCRP3003143	hsa_circRNA_039816
ASCRP3003144	hsa_circRNA_404735
ASCRP3003145	hsa_circRNA_004437
ASCRP3003146	hsa_circRNA_000191
ASCRP3003147	hsa_circRNA_407233
ASCRP3003148	hsa_circRNA_406636
ASCRP3003149	hsa_circRNA_104159
ASCRP3003150	hsa_circRNA_104308
ASCRP3003151	hsa_circRNA_101424
ASCRP3003152	hsa_circRNA_100454
ASCRP3003153	hsa_circRNA_008636
ASCRP3003154	hsa_circRNA_002680
ASCRP3003155	hsa_circRNA_100412
ASCRP3003156	hsa_circRNA_103154
ASCRP3003157	hsa_circRNA_000855
ASCRP3003158	hsa_circRNA_101464
ASCRP3003159	hsa_circRNA_102712
ASCRP3003160	hsa_circRNA_060303
ASCRP3003161	hsa_circRNA_047086
ASCRP3003162	hsa_circRNA_400103
ASCRP3003163	hsa_circRNA_091743
ASCRP3003164	hsa_circRNA_405043
ASCRP3003165	hsa_circRNA_089660
ASCRP3003166	hsa_circRNA_405367
ASCRP3003167	hsa_circRNA_063722
ASCRP3003168	hsa_circRNA_104161
ASCRP3003169	hsa_circRNA_036286
ASCRP3003170	hsa_circRNA_400511
ASCRP3003171	hsa_circRNA_101689
ASCRP3003172	hsa_circRNA_102208
ASCRP3003173	hsa_circRNA_407085
ASCRP3003174	hsa_circRNA_400036
ASCRP3003175	hsa_circRNA_406737
ASCRP3003176	hsa_circRNA_073329
ASCRP3003177	hsa_circRNA_100340
ASCRP3003178	hsa_circRNA_070032
ASCRP3003179	hsa_circRNA_103815
ASCRP3003180	hsa_circRNA_400230
ASCRP3003181	hsa_circRNA_101916
ASCRP3003182	hsa_circRNA_401418
ASCRP3003183	hsa_circRNA_402934
ASCRP3003184	hsa_circRNA_007004
ASCRP3003185	hsa_circRNA_104677
ASCRP3003186	hsa_circRNA_101567
ASCRP3003187	hsa_circRNA_406045
ASCRP3003188	hsa_circRNA_067680
ASCRP3003189	hsa_circRNA_405793
ASCRP3003190	hsa_circRNA_404539
ASCRP3003191	hsa_circRNA_103886
ASCRP3003192	hsa_circRNA_001086
ASCRP3003193	hsa_circRNA_404061
ASCRP3003194	hsa_circRNA_035265
ASCRP3003195	hsa_circRNA_405845
ASCRP3003196	hsa_circRNA_401033
ASCRP3003197	hsa_circRNA_405294
ASCRP3003198	hsa_circRNA_102100
ASCRP3003199	hsa_circRNA_021467
ASCRP3003200	hsa_circRNA_076875
ASCRP3003201	hsa_circRNA_404943
ASCRP3003202	hsa_circRNA_017675
ASCRP3003203	hsa_circRNA_102202
ASCRP3003204	hsa_circRNA_100254
ASCRP3003205	hsa_circRNA_006072
ASCRP3003206	hsa_circRNA_400277
ASCRP3003207	hsa_circRNA_405580
ASCRP3003208	hsa_circRNA_102431
ASCRP3003209	hsa_circRNA_104859
ASCRP3003210	hsa_circRNA_092540
ASCRP3003211	hsa_circRNA_036566
ASCRP3003212	hsa_circRNA_066187
ASCRP3003213	hsa_circRNA_404540
ASCRP3003214	hsa_circRNA_104394
ASCRP3003215	hsa_circRNA_104524
ASCRP3003216	hsa_circRNA_070949
ASCRP3003217	hsa_circRNA_406656
ASCRP3003218	hsa_circRNA_000651
ASCRP3003219	hsa_circRNA_103754
ASCRP3003220	hsa_circRNA_101530
ASCRP3003221	hsa_circRNA_401450
ASCRP3003222	hsa_circRNA_004798
ASCRP3003223	hsa_circRNA_401063
ASCRP3003224	hsa_circRNA_000433
ASCRP3003225	hsa_circRNA_406566
ASCRP3003226	hsa_circRNA_014213
ASCRP3003227	hsa_circRNA_103034
ASCRP3003228	hsa_circRNA_103722
ASCRP3003229	hsa_circRNA_406504
ASCRP3003230	hsa_circRNA_101106
ASCRP3003231	hsa_circRNA_102080
ASCRP3003232	hsa_circRNA_103336
ASCRP3003233	hsa_circRNA_068109
ASCRP3003234	hsa_circRNA_007514
ASCRP3003235	hsa_circRNA_406310
ASCRP3003236	hsa_circRNA_020197
ASCRP3003237	hsa_circRNA_051334
ASCRP3003238	hsa_circRNA_101205
ASCRP3003239	hsa_circRNA_001383
ASCRP3003240	hsa_circRNA_104933
ASCRP3003241	hsa_circRNA_075094
ASCRP3003242	hsa_circRNA_404622
ASCRP3003243	hsa_circRNA_091581
ASCRP3003244	hsa_circRNA_070445
ASCRP3003245	hsa_circRNA_102549
ASCRP3003246	hsa_circRNA_001287
ASCRP3003247	hsa_circRNA_101165
ASCRP3003248	hsa_circRNA_000803
ASCRP3003249	hsa_circRNA_102242
ASCRP3003250	hsa_circRNA_102738
ASCRP3003251	hsa_circRNA_100726
ASCRP3003252	hsa_circRNA_100103
ASCRP3003253	hsa_circRNA_403617
ASCRP3003254	hsa_circRNA_102305
ASCRP3003255	hsa_circRNA_038479
ASCRP3003256	hsa_circRNA_081984
ASCRP3003257	hsa_circRNA_103621
ASCRP3003258	hsa_circRNA_101516
ASCRP3003259	hsa_circRNA_102834
ASCRP3003260	hsa_circRNA_100201
ASCRP3003261	hsa_circRNA_404454
ASCRP3003262	hsa_circRNA_403638
ASCRP3003263	hsa_circRNA_104384
ASCRP3003264	hsa_circRNA_000161
ASCRP3003265	hsa_circRNA_104919
ASCRP3003266	hsa_circRNA_400734
ASCRP3003267	hsa_circRNA_009062
ASCRP3003268	hsa_circRNA_000474
ASCRP3003269	hsa_circRNA_100765
ASCRP3003270	hsa_circRNA_100766
ASCRP3003271	hsa_circRNA_000317
ASCRP3003272	hsa_circRNA_004420
ASCRP3003273	hsa_circRNA_048113
ASCRP3003274	hsa_circRNA_104936
ASCRP3003275	hsa_circRNA_003179
ASCRP3003276	hsa_circRNA_103117
ASCRP3003277	hsa_circRNA_402462
ASCRP3003278	hsa_circRNA_051800
ASCRP3003279	hsa_circRNA_406775
ASCRP3003280	hsa_circRNA_002011
ASCRP3003281	hsa_circRNA_025196
ASCRP3003282	hsa_circRNA_102841
ASCRP3003283	hsa_circRNA_030997
ASCRP3003284	hsa_circRNA_103965
ASCRP3003285	hsa_circRNA_404158
